dataset,iteration,algorithm,profiling_mode,active_supernodes,group_count,sum_group_sizes,candidate_proxy_pairs_examined,candidate_pairs_after_topk,candidate_pairs_submitted_for_scoring,candidate_pairs_scored,exact_gain_calls,exact_gain_positive_count,above_threshold_count,matching_selected_count,actual_merge_count,prepare_original_edges_scanned,prepare_aggregated_nnz,exact_gain_input_nnz,update_partition_nodes_touched,divide_ms,prepare_ms,candidate_discovery_task_sum_ms,exact_gain_ms,matching_ms,update_ms
dblp,17,legacy_beam,rounds,158108,75929,158108,510936,185667,185667,185667,185667,1666,805,692,692,1854871,935756,4416121,3125,57.158809,53.617322,215.634496,193.236070,0.088026,0.143717
dblp,18,legacy_beam,rounds,157416,75455,157416,523936,185324,185324,185324,185324,1457,695,595,595,1855108,933293,4469854,2721,56.187797,66.882680,228.263410,296.064954,0.088305,0.147835
dblp,19,legacy_beam,rounds,156821,75547,156821,503840,179355,179355,179355,179355,1184,587,504,504,1853804,929507,4325444,2264,62.892659,54.257957,212.377830,209.324464,0.071012,0.115276
dblp,20,legacy_beam,rounds,156317,75494,156317,478521,174638,174638,174638,174638,1092,552,482,482,1853934,927528,4147496,2240,56.832089,60.826012,216.961438,377.854465,0.067216,0.121263
dblp,1,legacy_beam,rounds,317080,106786,317080,4925222,878558,878558,878558,878558,868025,14605,7003,7003,2020886,2020883,17629127,14006,83.293602,189.394555,620.924306,383.957023,0.621072,0.889073
dblp,2,legacy_beam,rounds,310077,104441,310077,4261337,837669,837669,837669,837669,777613,186201,53949,53949,2019014,1984540,17057824,109383,82.341302,137.400534,566.593034,392.668511,5.115240,6.473923
dblp,3,legacy_beam,rounds,256128,99226,256128,1595198,545386,545386,545386,545386,267400,86339,41869,41869,1989209,1480960,10528579,107849,71.116269,108.032715,412.681465,388.973746,3.447071,5.420520
dblp,4,legacy_beam,rounds,214259,93745,214259,988554,382987,382987,382987,382987,102250,30209,15779,15779,1913432,1214178,7780066,40724,64.105213,81.449570,316.609380,273.310191,1.369603,2.116263
dblp,5,legacy_beam,rounds,198480,89258,198480,751081,320676,320676,320676,320676,55148,18687,10752,10752,1896252,1129654,6651974,28835,59.445653,72.952083,291.881740,286.627070,0.995874,1.563182
dblp,6,legacy_beam,rounds,187728,86198,187728,692224,279165,279165,279165,279165,32146,11239,7191,7191,1885217,1077313,6123156,20888,58.364582,67.241280,264.702018,239.498610,0.614231,1.032059
dblp,7,legacy_beam,rounds,180537,83661,180537,663077,258530,258530,258530,258530,20818,7895,5263,5263,1876216,1042352,5799375,16066,55.606066,63.565977,249.683769,221.677057,0.461759,0.765973
dblp,8,legacy_beam,rounds,175274,81805,175274,641292,242919,242919,242919,242919,14716,5865,4032,4032,1869133,1017905,5611969,13008,55.114647,64.987411,244.789618,216.307268,0.375892,0.618565
dblp,9,legacy_beam,rounds,171242,80313,171242,590775,228942,228942,228942,228942,10163,4163,3004,3004,1868960,999649,5274969,10231,54.383130,62.070914,232.134659,209.513045,0.280617,0.462702
dblp,10,legacy_beam,rounds,168238,79139,168238,578895,219538,219538,219538,219538,7585,3190,2451,2451,1867773,985779,5142947,8770,52.463020,56.543941,228.063233,204.447198,0.227951,0.394053
dblp,11,legacy_beam,rounds,165787,78563,165787,556003,208953,208953,208953,208953,5692,2390,1890,1890,1862625,973097,4915363,6965,54.818884,57.277165,225.554218,202.419806,0.185708,0.320760
dblp,12,legacy_beam,rounds,163897,77632,163897,541268,202282,202282,202282,202282,4640,2150,1653,1653,1863783,964987,4730923,6377,52.293122,54.406298,226.884726,194.088647,0.158705,0.283165
dblp,13,legacy_beam,rounds,162244,77206,162244,526782,198454,198454,198454,198454,3670,1704,1336,1336,1860180,956763,4646976,5239,52.513725,56.162753,221.122723,201.496961,0.129317,0.226481
dblp,14,legacy_beam,rounds,160908,76992,160908,521001,193520,193520,193520,193520,2965,1426,1125,1125,1857603,949696,4567905,4503,50.761910,59.078629,220.183547,222.384914,0.112160,0.196346
dblp,15,legacy_beam,rounds,159783,76310,159783,521197,190726,190726,190726,190726,2387,1109,882,882,1857075,945140,4507479,3729,52.140677,56.927513,219.303376,201.568139,0.094074,0.160214
dblp,16,legacy_beam,rounds,158901,76541,158901,490411,182406,182406,182406,182406,2032,951,793,793,1852804,938424,4287003,3466,50.715332,58.785305,218.189664,209.225164,0.083657,0.162111
dblp,17,legacy_beam,rounds,158108,75929,158108,510936,185667,185667,185667,185667,1666,805,692,692,1854871,935756,4416121,3125,51.035732,54.312598,215.895403,198.885347,0.067186,0.134362
dblp,18,legacy_beam,rounds,157416,75455,157416,523936,185324,185324,185324,185324,1457,695,595,595,1855108,933293,4469854,2721,52.536477,55.852396,208.978559,211.952960,0.064117,0.125172
dblp,19,legacy_beam,rounds,156821,75547,156821,503840,179355,179355,179355,179355,1184,587,504,504,1853804,929507,4325444,2264,51.509016,53.779405,214.129750,206.947268,0.056309,0.111397
dblp,20,legacy_beam,rounds,156317,75494,156317,478521,174638,174638,174638,174638,1092,552,482,482,1853934,927528,4147496,2240,51.217281,51.010681,211.777958,194.144169,0.049353,0.105384
