dataset,iteration,algorithm,profiling_mode,active_supernodes,group_count,sum_group_sizes,candidate_proxy_pairs_examined,candidate_pairs_after_topk,candidate_pairs_submitted_for_scoring,candidate_pairs_scored,exact_gain_calls,exact_gain_positive_count,above_threshold_count,matching_selected_count,actual_merge_count,prepare_original_edges_scanned,prepare_aggregated_nnz,exact_gain_input_nnz,update_partition_nodes_touched,divide_ms,prepare_ms,candidate_discovery_task_sum_ms,exact_gain_ms,matching_ms,update_ms
amazon,2,legacy_beam,rounds,322784,113875,322784,1662938,743207,743207,743207,743207,613748,76714,35983,35983,1700712,1602978,9126639,74857,91.466864,111.605853,541.157722,363.254519,2.922528,4.757666
amazon,3,legacy_beam,rounds,286801,108617,286801,1086635,554257,554257,554257,554257,303497,53691,28576,28576,1687162,1340953,6726274,63429,88.500018,87.203986,431.191913,359.092339,2.249630,3.917515
amazon,4,legacy_beam,rounds,258225,102872,258225,837846,429290,429290,429290,429290,147519,35625,19231,19231,1675417,1179075,5269103,44814,84.480904,71.496295,354.822262,299.045728,1.624203,2.847380
amazon,5,legacy_beam,rounds,238994,98135,238994,689119,344335,344335,344335,344335,78730,25829,13600,13600,1663088,1085995,4300164,33105,77.726046,61.925760,319.256105,274.964737,1.189050,2.046453
amazon,6,legacy_beam,rounds,225394,94355,225394,628822,296453,296453,296453,296453,46833,19228,9870,9870,1654574,1027290,3788299,24941,77.656266,62.131830,296.918044,259.802530,1.009344,1.454455
amazon,7,legacy_beam,rounds,215524,91259,215524,594716,270181,270181,270181,270181,30732,14881,7818,7818,1650496,988352,3511053,20743,72.060324,58.732036,281.074929,252.479551,0.741286,1.176810
amazon,8,legacy_beam,rounds,207706,89046,207706,541456,242677,242677,242677,242677,19064,9924,5897,5897,1644950,957126,3232698,16361,66.901760,57.562818,263.923461,233.362497,0.538501,0.873856
amazon,9,legacy_beam,rounds,201809,87169,201809,527263,227664,227664,227664,227664,13937,8419,4447,4447,1641323,934985,3018449,13021,66.884487,54.040935,256.753245,231.923041,0.447372,0.694552
amazon,10,legacy_beam,rounds,197362,85611,197362,485540,212068,212068,212068,212068,9252,5499,3685,3685,1641069,918846,2864464,11260,66.834323,46.292541,244.297935,225.186212,0.349850,0.612570
amazon,11,legacy_beam,rounds,193677,84580,193677,484620,207191,207191,207191,207191,7885,5213,2842,2842,1637330,903540,2804737,9016,66.878827,49.432033,243.223841,231.786850,0.299583,0.462240
amazon,12,legacy_beam,rounds,190835,83399,190835,457792,198189,198189,198189,198189,5124,3252,2345,2345,1637600,892895,2712140,7879,64.401766,45.027073,237.431480,214.440394,0.232320,0.406554
amazon,13,legacy_beam,rounds,188490,83052,188490,441835,191209,191209,191209,191209,3930,2695,1960,1960,1634566,882778,2630389,6895,62.590981,43.626626,233.749002,226.063321,0.188826,0.359146
amazon,14,legacy_beam,rounds,186530,82425,186530,445587,188961,188961,188961,188961,4020,3023,1627,1627,1632911,874408,2595164,5922,64.767701,45.774647,229.067363,219.877877,0.180368,0.301866
amazon,15,legacy_beam,rounds,184903,82137,184903,447137,185768,185768,185768,185768,3353,2605,1375,1375,1630057,867037,2560835,5167,71.587790,49.095023,227.230435,210.409895,0.157403,0.273877
amazon,16,legacy_beam,rounds,183528,81320,183528,430386,182701,182701,182701,182701,2554,1982,1127,1127,1631653,861674,2525238,4402,63.419821,45.322304,222.689069,218.288779,0.122210,0.225733
amazon,17,legacy_beam,rounds,182401,81008,182401,419607,177611,177611,177611,177611,1611,1149,974,974,1631436,857752,2461817,3866,66.419167,48.723675,225.791947,234.585646,0.101010,0.191252
amazon,18,legacy_beam,rounds,181427,80905,181427,422990,178722,178722,178722,178722,1395,1057,786,786,1629635,852500,2504917,3222,65.004362,42.339948,222.070690,203.800854,0.084620,0.164841
amazon,19,legacy_beam,rounds,180641,80448,180641,411794,173301,173301,173301,173301,1143,874,710,710,1631014,850258,2405620,2982,63.430290,40.842260,222.403043,214.077931,0.076115,0.151796
amazon,20,legacy_beam,rounds,179931,80466,179931,410296,172713,172713,172713,172713,926,728,609,609,1628180,846470,2413147,2601,61.754397,46.044865,219.311653,207.628368,0.067404,0.140528
