dataset,iteration,algorithm,profiling_mode,active_supernodes,group_count,sum_group_sizes,candidate_proxy_pairs_examined,candidate_pairs_after_topk,candidate_pairs_submitted_for_scoring,candidate_pairs_scored,exact_gain_calls,exact_gain_positive_count,above_threshold_count,matching_selected_count,actual_merge_count,prepare_original_edges_scanned,prepare_aggregated_nnz,exact_gain_input_nnz,update_partition_nodes_touched,divide_ms,prepare_ms,candidate_discovery_task_sum_ms,exact_gain_ms,matching_ms,update_ms
email_enron,1,legacy_beam,rounds,36692,12390,36692,1274923,176085,176085,176085,176085,174793,47492,1590,1590,354822,354817,4577717,3180,8.162100,836.022078,324.448103,19599.493146,1.983982,0.183485
email_enron,2,legacy_beam,rounds,35102,12571,35102,1036408,149671,149671,149671,149671,144919,51979,5415,5415,352084,347862,4382610,11305,13.167687,824.076577,248.145069,19579.062858,7.616832,1.878347
email_enron,3,legacy_beam,rounds,29687,11600,29687,842715,120356,120356,120356,120356,93118,47866,3823,3823,342643,306502,3703144,9819,16.096672,726.834077,229.207780,17860.313483,2.393063,0.576357
email_enron,4,legacy_beam,rounds,25864,11387,25864,723667,92501,92501,92501,92501,55454,27503,1894,1894,339378,285681,3430157,4955,11.101484,668.091133,174.379521,14737.319246,0.625270,0.296666
email_enron,5,legacy_beam,rounds,23970,10972,23970,745872,78430,78430,78430,78430,36623,18276,1510,1510,325780,261885,3094132,4359,11.853511,709.946007,169.735093,13721.432641,2.121114,1.629896
email_enron,6,legacy_beam,rounds,22460,9361,22460,780731,84785,84785,84785,84785,37729,25009,1188,1188,342519,265345,3304838,3747,12.724067,562.088370,165.976316,12811.422678,0.736553,0.213575
email_enron,7,legacy_beam,rounds,21272,9524,21272,565770,65266,65266,65266,65266,24111,17232,840,840,339261,255186,3142900,2782,12.775768,548.563944,122.894906,12596.653612,0.305217,0.153346
email_enron,8,legacy_beam,rounds,20432,9389,20432,693215,61327,61327,61327,61327,16870,11196,728,728,338360,248602,3391506,2581,10.056589,516.973055,123.855273,11750.199011,1.836278,0.136922
email_enron,9,legacy_beam,rounds,19704,9060,19704,628107,56203,56203,56203,56203,12693,9190,643,643,338863,243685,3168189,2530,12.978172,518.792144,112.575871,11900.603132,0.199483,0.123737
email_enron,10,legacy_beam,rounds,19061,8268,19061,896712,62831,62831,62831,62831,17294,14747,529,529,339110,240369,3248388,2376,8.372167,531.987390,137.019584,11825.814204,0.251237,1.505333
email_enron,11,legacy_beam,rounds,18532,7938,18532,665151,58986,58986,58986,58986,15819,14054,485,485,340242,237732,3046610,2380,8.602366,449.135234,123.670485,11102.445497,0.521286,2.342940
email_enron,12,legacy_beam,rounds,18047,7935,18047,723307,52867,52867,52867,52867,14082,12695,372,372,337620,233611,2953750,1817,9.780351,458.867765,122.629338,11600.572277,0.237125,0.079873
email_enron,13,legacy_beam,rounds,17675,7710,17675,552474,52502,52502,52502,52502,12115,11008,324,324,337705,232120,2997869,1542,9.496990,462.445082,100.253905,10822.585920,0.172769,0.081507
email_enron,14,legacy_beam,rounds,17351,7678,17351,611025,52750,52750,52750,52750,11190,10233,263,263,336513,229589,2894509,1396,9.849045,454.016161,112.430970,10842.094269,0.158755,0.061851
email_enron,15,legacy_beam,rounds,17088,7858,17088,395087,40033,40033,40033,40033,6509,5923,238,238,337059,228373,2448950,1327,10.682913,414.632806,73.264748,11140.770121,0.135490,0.053568
email_enron,16,legacy_beam,rounds,16850,7606,16850,540214,44216,44216,44216,44216,8648,7972,185,185,337155,227238,2671913,1087,9.675259,471.128525,106.032880,11135.601235,0.127146,0.043306
email_enron,17,legacy_beam,rounds,16665,7263,16665,610398,46526,46526,46526,46526,9651,9183,231,231,338215,226757,2917073,1398,9.181776,436.473017,100.404539,10930.388713,0.476941,0.051517
email_enron,18,legacy_beam,rounds,16434,7171,16434,653389,48468,48468,48468,48468,9294,8841,174,174,336555,224162,3035436,1174,9.515227,412.823412,96.366787,10102.402001,0.118654,0.037092
email_enron,19,legacy_beam,rounds,16260,7877,16260,555453,34758,34758,34758,34758,3596,3278,146,146,327992,217780,2639088,950,10.443411,413.765365,100.572889,10800.147100,0.054112,0.032353
email_enron,20,legacy_beam,rounds,16114,7154,16114,841669,45835,45835,45835,45835,6527,6213,157,157,336777,222495,3113758,1084,8.369156,436.578808,113.917782,10293.521408,0.104871,0.039444
email_enron,1,legacy_beam,rounds,36692,12390,36692,1274923,176085,176085,176085,176085,174793,47492,1590,1590,354822,354817,4577717,3180,6.868026,119.167682,171.422014,31.822488,1.187342,0.172855
email_enron,2,legacy_beam,rounds,35102,12571,35102,1036408,149671,149671,149671,149671,144919,51979,5415,5415,352084,347862,4382610,11305,7.162837,90.124473,140.605329,35.277137,1.605761,0.686930
email_enron,3,legacy_beam,rounds,29687,11600,29687,842715,120356,120356,120356,120356,93118,47866,3823,3823,342643,306502,3703144,9819,6.658375,69.776947,108.245800,27.642973,1.055663,0.541122
email_enron,4,legacy_beam,rounds,25864,11387,25864,723667,92501,92501,92501,92501,55454,27503,1894,1894,339378,285681,3430157,4955,5.755080,43.785500,90.050919,24.392737,0.493058,0.257357
email_enron,5,legacy_beam,rounds,23970,10972,23970,745872,78430,78430,78430,78430,36623,18276,1510,1510,325780,261885,3094132,4359,5.464888,54.389980,79.714912,21.289225,0.384746,0.201393
email_enron,6,legacy_beam,rounds,22460,9361,22460,780731,84785,84785,84785,84785,37729,25009,1188,1188,342519,265345,3304838,3747,5.125365,56.565231,89.399961,21.572233,0.495625,0.170905
email_enron,7,legacy_beam,rounds,21272,9524,21272,565770,65266,65266,65266,65266,24111,17232,840,840,339261,255186,3142900,2782,5.030428,27.431635,56.619535,20.647169,0.243138,0.121959
email_enron,8,legacy_beam,rounds,20432,9389,20432,693215,61327,61327,61327,61327,16870,11196,728,728,338360,248602,3391506,2581,4.820926,42.341494,69.748273,24.460140,0.356404,0.141314
email_enron,9,legacy_beam,rounds,19704,9060,19704,628107,56203,56203,56203,56203,12693,9190,643,643,338863,243685,3168189,2530,4.805577,25.384521,52.089837,18.722373,0.143695,0.098165
email_enron,10,legacy_beam,rounds,19061,8268,19061,896712,62831,62831,62831,62831,17294,14747,529,529,339110,240369,3248388,2376,4.536265,51.610963,71.343768,18.197994,0.251894,0.083865
email_enron,11,legacy_beam,rounds,18532,7938,18532,665151,58986,58986,58986,58986,15819,14054,485,485,340242,237732,3046610,2380,4.579226,32.959469,58.243312,18.528987,0.324855,0.078110
email_enron,12,legacy_beam,rounds,18047,7935,18047,723307,52867,52867,52867,52867,14082,12695,372,372,337620,233611,2953750,1817,9.224804,40.732761,67.334425,19.906519,0.263420,0.061297
email_enron,13,legacy_beam,rounds,17675,7710,17675,552474,52502,52502,52502,52502,12115,11008,324,324,337705,232120,2997869,1542,4.410781,28.103708,51.311903,17.768873,0.162981,0.052186
email_enron,14,legacy_beam,rounds,17351,7678,17351,611025,52750,52750,52750,52750,11190,10233,263,263,336513,229589,2894509,1396,4.276510,31.954623,54.183306,17.657926,0.173543,0.048757
email_enron,15,legacy_beam,rounds,17088,7858,17088,395087,40033,40033,40033,40033,6509,5923,238,238,337059,228373,2448950,1327,4.346301,25.022894,50.958517,37.529036,0.112838,0.046938
email_enron,16,legacy_beam,rounds,16850,7606,16850,540214,44216,44216,44216,44216,8648,7972,185,185,337155,227238,2671913,1087,5.544577,31.440073,55.070494,20.370281,0.105778,0.032316
email_enron,17,legacy_beam,rounds,16665,7263,16665,610398,46526,46526,46526,46526,9651,9183,231,231,338215,226757,2917073,1398,4.304714,29.970113,48.598132,20.523710,0.122049,0.046168
email_enron,18,legacy_beam,rounds,16434,7171,16434,653389,48468,48468,48468,48468,9294,8841,174,174,336555,224162,3035436,1174,4.515085,33.382434,54.470105,17.366357,0.113950,0.035298
email_enron,19,legacy_beam,rounds,16260,7877,16260,555453,34758,34758,34758,34758,3596,3278,146,146,327992,217780,2639088,950,4.418987,22.080600,40.029199,17.107437,0.047265,0.028088
