dataset,iteration,algorithm,profiling_mode,active_supernodes,group_count,sum_group_sizes,candidate_proxy_pairs_examined,candidate_pairs_after_topk,candidate_pairs_submitted_for_scoring,candidate_pairs_scored,exact_gain_calls,exact_gain_positive_count,above_threshold_count,matching_selected_count,actual_merge_count,prepare_original_edges_scanned,prepare_aggregated_nnz,exact_gain_input_nnz,update_partition_nodes_touched,divide_ms,prepare_ms,candidate_discovery_task_sum_ms,exact_gain_ms,matching_ms,update_ms
facebook,4,legacy_beam,rounds,2993,623,2993,854864,17507,17507,17507,17507,8330,503,186,186,173623,96032,1704556,463,0.762225,5.022080,30.164059,4.928336,0.015613,0.021318
facebook,5,legacy_beam,rounds,2807,566,2807,622283,15906,15906,15906,15906,5418,500,145,145,174199,88131,1464207,350,0.699097,3.321450,21.878893,3.827796,0.013558,0.017392
facebook,6,legacy_beam,rounds,2662,457,2662,715991,17575,17575,17575,17575,4913,375,161,161,174088,84064,1501021,437,0.666766,8.538162,28.118119,3.503756,0.011609,0.022011
facebook,7,legacy_beam,rounds,2501,568,2501,829794,13630,13630,13630,13630,2740,114,86,86,173212,76912,1322104,259,0.660164,6.086338,19.073934,5.424617,0.005495,0.013584
facebook,8,legacy_beam,rounds,2415,506,2415,628141,13920,13920,13920,13920,2286,174,80,80,173426,74113,1261908,216,0.638614,3.354640,16.765016,3.056609,0.006263,0.012863
facebook,9,legacy_beam,rounds,2335,502,2335,659174,13284,13284,13284,13284,1717,101,61,61,173143,70957,1245440,182,0.634286,3.392885,15.896609,3.465461,0.003743,0.009408
facebook,10,legacy_beam,rounds,2274,520,2274,401524,12288,12288,12288,12288,1281,74,64,64,173108,68934,1079855,191,0.630389,2.353792,16.335334,2.750934,0.003147,0.009880
facebook,11,legacy_beam,rounds,2210,520,2210,523425,11486,11486,11486,11486,1120,90,59,59,173205,66672,1071361,181,0.655475,3.012523,15.034635,3.006517,0.003628,0.007764
facebook,12,legacy_beam,rounds,2151,523,2151,345101,10500,10500,10500,10500,736,53,43,43,172865,64394,959323,123,0.609129,2.204761,12.071600,3.445232,0.002294,0.005288
facebook,13,legacy_beam,rounds,2108,355,2108,407000,13907,13907,13907,13907,912,226,59,59,173840,63836,1038153,196,0.582338,6.574131,18.314989,2.851960,0.006764,0.007523
facebook,14,legacy_beam,rounds,2049,404,2049,456523,12504,12504,12504,12504,602,53,36,36,173409,61743,1005874,126,0.595563,3.799073,15.077818,2.282275,0.002253,0.004789
facebook,15,legacy_beam,rounds,2013,428,2013,380857,11554,11554,11554,11554,572,44,32,32,173422,60694,980887,103,0.607375,2.161473,13.413142,3.344593,0.001925,0.004148
facebook,16,legacy_beam,rounds,1981,465,1981,353567,10008,10008,10008,10008,371,16,15,15,173577,59326,895769,50,0.600543,2.406639,13.339652,2.555643,0.000901,0.002415
facebook,17,legacy_beam,rounds,1966,403,1966,576158,11087,11087,11087,11087,461,46,30,30,173259,58668,960315,103,0.576428,8.135800,17.033072,2.508968,0.002286,0.003900
facebook,18,legacy_beam,rounds,1936,416,1936,341411,10764,10764,10764,10764,336,42,27,27,172816,57276,893635,100,0.608898,3.084417,12.090637,2.511992,0.001573,0.004229
facebook,19,legacy_beam,rounds,1909,462,1909,475533,9403,9403,9403,9403,274,17,16,16,172317,56442,884144,43,0.585004,2.900044,10.896694,3.434269,0.001433,0.002606
facebook,20,legacy_beam,rounds,1893,428,1893,398180,9783,9783,9783,9783,286,27,21,21,173035,56338,882573,84,0.585134,2.612483,12.865807,2.425474,0.001341,0.003697
