dataset,iteration,algorithm,profiling_mode,active_supernodes,group_count,sum_group_sizes,candidate_proxy_pairs_examined,candidate_pairs_after_topk,candidate_pairs_submitted_for_scoring,candidate_pairs_scored,exact_gain_calls,exact_gain_positive_count,above_threshold_count,matching_selected_count,actual_merge_count,prepare_original_edges_scanned,prepare_aggregated_nnz,exact_gain_input_nnz,update_partition_nodes_touched,divide_ms,prepare_ms,candidate_discovery_task_sum_ms,exact_gain_ms,matching_ms,update_ms
livejournal,1,legacy_beam,rounds,3997962,1445277,3997962,294698445,15228906,15228906,15228906,15228906,14945578,250149,75425,75425,67072728,67067849,972715260,150850,4392.660605,6190.483077,15549.129461,5350.315772,10.596477,9.019042
livejournal,2,legacy_beam,rounds,3922537,1418218,3922537,285194207,14798200,14798200,14798200,14798200,13235049,1034897,245577,245577,66810504,65879938,947346606,505170,4553.647466,5563.776416,15141.583388,5292.666857,42.623344,29.849065
livejournal,3,legacy_beam,rounds,3676960,1354040,3676960,122661488,13250681,13250681,13250681,13250681,8783850,669455,262230,262230,66781387,60597710,850180514,578992,4359.595250,4420.653671,12834.857569,4925.523638,29.430788,34.787193
livejournal,4,legacy_beam,rounds,3414730,1287191,3414730,82138929,11418949,11418949,11418949,11418949,5208417,446388,202601,202601,66556498,56741924,758673215,454188,3918.632327,4070.084469,11597.256353,4897.106612,21.467503,28.431393
livejournal,5,legacy_beam,rounds,3212129,1228471,3212129,72748391,10065763,10065763,10065763,10065763,3288430,331708,157679,157679,66367911,54260484,703105615,363356,3834.573234,3775.991734,10705.454055,4189.756549,16.605194,22.694803
livejournal,6,legacy_beam,rounds,3054450,1171890,3054450,69333090,9105919,9105919,9105919,9105919,2232750,260146,124164,124164,66685813,52940793,675690996,295913,3636.950321,3542.398343,10109.189255,4028.144072,13.283911,18.266333
livejournal,7,legacy_beam,rounds,2930286,1133572,2930286,62705592,8249243,8249243,8249243,8249243,1556282,199343,99070,99070,66262196,51360017,629997856,244395,3467.934205,3383.057555,9466.630248,3759.628733,10.732893,14.901675
livejournal,8,legacy_beam,rounds,2831216,1103529,2831216,62665679,7638808,7638808,7638808,7638808,1135051,160612,80403,80403,66238269,50464322,612131443,204783,3413.647016,3414.016349,9370.577061,3997.492023,8.880379,12.931726
livejournal,9,legacy_beam,rounds,2750813,1069732,2750813,59730627,7192542,7192542,7192542,7192542,865190,140030,66499,66499,66319654,49785709,589651968,175438,3558.316279,3330.726416,9139.471941,4614.494499,7.775501,10.959006
livejournal,10,legacy_beam,rounds,2684314,1051544,2684314,56731629,6780596,6780596,6780596,6780596,680625,123993,56070,56070,66007541,48956223,563677852,151948,3237.950219,3124.819414,8717.918450,3725.894142,6.553533,9.192448
livejournal,11,legacy_beam,rounds,2628244,1024523,2628244,56859279,6514131,6514131,6514131,6514131,548211,104750,47816,47816,66322933,48720417,555881830,133818,3202.074663,3088.728918,8436.214359,3342.654306,5.623435,7.994994
livejournal,12,legacy_beam,rounds,2580428,1010738,2580428,56937726,6212667,6212667,6212667,6212667,424370,77764,40973,40973,66253996,48247678,544638069,117393,3189.625031,2990.597061,8263.022266,3329.416919,4.796310,7.113021
livejournal,13,legacy_beam,rounds,2539455,994976,2539455,55619265,6009454,6009454,6009454,6009454,352693,70107,35351,35351,66271536,47911106,531481420,103395,3237.188514,3022.543208,8192.675734,3426.531014,4.227413,6.281447
livejournal,14,legacy_beam,rounds,2504104,980531,2504104,58256278,5853948,5853948,5853948,5853948,289511,58749,30829,30829,66518530,47819157,533818096,92721,3079.667724,3003.173776,8026.118938,3100.799817,3.789324,5.536543
livejournal,15,legacy_beam,rounds,2473275,973933,2473275,51402062,5581487,5581487,5581487,5581487,242193,55838,27128,27128,66133923,47227494,504672424,83558,3093.189435,2766.874463,7822.234128,3214.142451,3.323698,5.014654
livejournal,16,legacy_beam,rounds,2446147,967213,2446147,53823622,5449486,5449486,5449486,5449486,205613,48303,23989,23989,66008058,46899834,505417318,75335,3043.959793,2785.282602,7747.925614,3315.283448,3.074424,4.635130
livejournal,17,legacy_beam,rounds,2422158,957189,2422158,53150363,5311282,5311282,5311282,5311282,178406,44481,21381,21381,66244740,46885748,503198413,67884,3016.679333,2779.710286,7588.870146,3039.162107,2.673948,4.140446
livejournal,18,legacy_beam,rounds,2400777,955425,2400777,51734532,5165635,5165635,5165635,5165635,149696,37983,18990,18990,65984407,46494445,492750232,61300,2993.836043,2718.714291,7544.888067,3042.867928,2.413366,3.845854
livejournal,19,legacy_beam,rounds,2381787,945594,2381787,50745083,5104325,5104325,5104325,5104325,131928,35404,17303,17303,66120549,46432770,492559638,57567,3011.777440,2621.749101,7365.363408,2953.486752,2.228980,3.553519
livejournal,20,legacy_beam,rounds,2364484,939905,2364484,50768088,4984393,4984393,4984393,4984393,110215,25872,15744,15744,66013919,46182162,478609728,52759,2970.283547,2657.220845,7389.899828,3012.145222,1.890518,3.220882
